start,end,segment_id,word
32110,32390,2,This
32390,32520,2,is
32520,32850,2,Nathan
32850,33150,2,Avlynn
33160,33340,2,for
33340,33440,2,the
33450,33780,2,fast
33780,33970,2,lane
33970,34299,2,car
34299,34300,2,","
34300,34520,2,and
34520,34720,2,I'm
34720,35120,2,doing
35120,35390,2,a
35400,35750,2,fast
35750,36090,2,take
36290,36510,2,on
36510,36600,2,the
36600,37610,2,2012
37620,38450,2,Mercedes-Benz
38460,38770,2,E
38770,39080,2,3
39090,39590,2,50
39820,40400,2,wagons
40580,44860,2,way
45490,46900,2,with
46910,47500,2,3.5
47500,47740,2,litre
47740,47980,2,engine
47980,48150,2,that
48160,48400,2,only
48400,48680,2,puts
48680,48940,2,out
49140,49990,2,302
49990,50639,2,horsepower
50639,50640,2,","
50900,51149,2,which
51149,51150,2,","
51150,51599,2,frankly
51599,51600,2,","
51600,51720,2,for
51720,51970,2,something
51970,52080,2,that
52080,52280,2,weighs
52280,52440,2,over
52440,52610,2,two
52610,53030,2,tons
53140,53540,2,isn't
53550,53780,2,quite
53780,54249,2,enough
54249,54250,2,.
