start,end,segment_id,word
276230,276490,19,So
276490,276709,19,far
276709,276710,19,","
276710,276880,19,so
276880,277110,19,good
277110,277479,19,then
277479,277480,19,.
277540,277710,19,But
277710,277870,19,there
277870,278040,19,are
278040,278240,19,some
278240,278590,19,minor
278590,278990,19,issues
278990,279150,19,with
279150,279310,19,the
279310,279550,19,MP
279550,280069,19,A3
280069,280070,19,.
280420,280730,19,His
280730,281090,19,five
281090,281210,19,of
281210,281490,19,them
281500,281690,19,don't
281690,281830,19,get
281830,281960,19,too
281960,282160,19,carried
282160,282370,19,away
282370,282480,19,with
282480,282540,19,the
282540,282909,19,options
282909,282910,19,.
