start,end,segment_id,word
544850,545050,41,It's
545050,545250,41,gotta
545250,545400,41,be
545400,545600,41,really
545610,545869,41,much
545869,545870,41,","
545920,546260,41,pretty
546260,546480,41,much
546480,546729,41,there
546729,546730,41,.
547150,547360,41,I
547360,547610,41,think
547610,547790,41,this
547790,547940,41,is
547940,548249,41,now
548249,548250,41,.
548250,548660,41,Then
549380,549540,41,the
549540,550030,41,best
550250,550670,41,mid
550670,550970,41,range
550980,551420,41,sports
551420,551720,41,car
552030,552190,41,you
552200,552360,41,could
552380,552690,41,find
