start,end,segment_id,word
331610,331740,16,The
331740,331960,16,only
331960,332130,16,let
332130,332420,16,down
332430,332580,16,is
332580,332770,16,the
332780,333270,16,entertainment
333270,333689,16,system
333689,333690,16,","
333900,334110,16,which
334110,334340,16,isn't
334340,334440,16,as
334440,334620,16,good
334620,334710,16,as
334710,334920,16,that
334920,335020,16,in
335020,335080,16,the
335090,335670,16,BMW
335680,336380,16,S4
336920,337490,16,BMW
337490,337650,16,is
337650,337900,16,better
337900,337990,16,for
337990,338220,16,carrying
338220,338410,16,rear
338410,338909,16,passengers
338909,338910,16,","
338910,339299,16,too
339299,339300,16,.
