start,end,segment_id,class_id
7540,36220,1,2
36470,53400,2,2
58640,63140,3,2
63220,76200,4,2
76200,87450,5,1
87900,89150,6,1
89150,93640,7,1
94040,102250,8,1
102720,119190,9,1
119190,135160,10,2
135530,150140,11,1
156940,160910,12,1
161210,177750,13,0
178130,201280,14,0
201290,238270,15,1
242940,266050,16,1
266050,336320,17,0
338240,364320,18,0
364320,370270,19,1
370270,372690,20,0
373100,385460,21,0
385600,392750,22,0
392820,399580,23,0
399840,421760,24,0
422020,427050,25,0
427240,432500,26,0
432510,447960,27,0
448300,455740,28,0
