start,end,segment_id,class_id
50520,94790,1,2
105940,137330,2,2
137590,176820,3,2
179360,205060,4,2
205060,244960,5,1
244960,262910,6,0
262910,313050,7,1
315090,386050,8,1
389350,436020,9,1
437530,439950,10,0
441260,446770,11,1
448420,458030,12,1
458030,462130,13,2
462130,467050,14,2
468440,497860,15,1
497860,526280,16,1
526700,556770,17,1
556990,570250,18,0
571250,661370,19,0
661840,705590,20,0
706800,730610,21,0
731570,739150,22,0
739760,759020,23,0
759030,797670,24,1
797670,817410,25,1
817420,824010,26,1
825350,850550,27,2
