start,end,segment_id,class_id
410,21660,1,2
24240,41180,2,1
41470,56490,3,1
56770,62750,4,1
62860,70220,5,0
70510,79120,6,0
79130,79780,7,0
79790,84890,8,1
85080,119440,9,0
121380,137820,10,1
138310,171250,11,0
171940,181120,12,0
181380,197600,13,1
197960,245100,14,1
245100,249880,15,1
250160,366500,16,1
367120,459220,17,0
459220,503550,18,2
505810,534680,19,1
534680,584900,20,0
585070,615960,21,1
615970,650600,22,0
650930,662830,23,1
663330,669290,24,0
669810,685050,25,0
685140,709160,26,1
710540,717730,27,0
718150,768860,28,1
769940,775700,29,1
776210,807150,30,1
810140,816680,31,0
816680,817480,32,1
817480,820630,33,1
820640,823060,34,1
823470,842050,35,0
