start,end,segment_id,class_id
130,48060,1,2
48200,110290,2,2
110890,134610,3,2
134880,164610,4,2
164780,218400,5,2
218590,242500,6,2
242780,259870,7,2
259880,266380,8,1
266380,271770,9,1
271780,283250,10,1
283740,297380,11,0
297630,307540,12,0
307680,312500,13,0
312620,332540,14,1
332900,340120,15,1
340120,362440,16,0
362440,411960,17,2
412330,425830,18,2
425950,451090,19,2
451100,455740,20,1
455750,459170,21,1
459170,478250,22,1
478250,494510,23,0
494520,500140,24,0
500380,537650,25,1
537660,541730,26,1
541740,548820,27,1
548950,551210,28,0
551370,556080,29,0
556440,569760,30,0
569760,573990,31,1
573990,576260,32,1
576520,586650,33,2
586840,595060,34,2
595060,602390,35,2
602390,614580,36,2
614580,622400,37,2
