start,end,segment_id,class_id
40,11110,1,1
11520,14150,2,1
14360,20510,3,1
20740,38570,4,0
38860,40510,5,2
40750,74350,6,2
75440,82450,7,1
83880,108020,8,1
108130,121330,9,2
121490,125870,10,1
126180,151170,11,0
151460,191740,12,1
193300,202090,13,1
202690,208180,14,2
208880,216650,15,2
226940,229680,16,0
229680,232730,17,1
233040,264630,18,1
277850,298420,19,0
298420,309460,20,1
318280,331970,21,1
345990,377730,22,1
378470,389800,23,0
402920,404610,24,0
405100,407860,25,1
408230,456080,26,0
456080,471250,27,1
471550,489010,28,1
489010,501430,29,1
501430,507810,30,2
507820,522370,31,2
554490,574020,32,2
