start,end,segment_id,class_id
330,2960,1,0
2990,12840,2,2
12980,23150,3,2
23920,28970,4,2
29310,37460,5,2
37460,61860,6,2
62080,66350,7,2
66740,69630,8,2
69780,73460,9,2
73730,92290,10,2
92290,106750,11,2
107900,124260,12,2
124270,129160,13,1
129740,141250,14,1
141960,158550,15,2
159240,215540,16,1
215540,219270,17,0
220220,263740,18,0
263750,286280,19,0
286290,308640,20,0
308970,323140,21,0
323150,326120,22,0
326540,333400,23,2
333400,336940,24,2
336940,343270,25,2
344740,349860,26,2
350270,353590,27,2
354280,359560,28,2
360040,364400,29,1
364600,373020,30,2
373030,390110,31,2
392230,398050,32,2
405740,409720,33,0
409790,415250,34,0
415330,418720,35,0
418730,420730,36,0
420730,427050,37,1
427440,444280,38,0
