start,end,segment_id,class_id
11270,50270,1,2
50270,56190,2,1
56190,57350,3,1
57350,58760,4,1
59080,60430,5,1
60590,63880,6,1
63890,68450,7,1
69720,71430,8,1
71600,75470,9,0
75590,77600,10,0
77610,85680,11,0
85680,92070,12,1
92080,93560,13,1
93900,97780,14,1
97780,100310,15,2
100320,101450,16,2
102220,117810,17,1
120870,138630,18,1
138750,163090,19,1
163570,178540,20,1
179400,187650,21,1
187660,228500,22,2
228500,242870,23,2
244240,276520,24,2
278260,291990,25,2
292000,310830,26,0
310840,337490,27,0
337500,344860,28,0
344940,348720,29,0
349240,390460,30,2
390460,408230,31,2
408230,436970,32,2
436980,448810,33,2
448980,489300,34,2
489300,496200,35,0
496530,502550,36,0
502560,519900,37,1
519929,521750,38,1
522120,526350,39,2
527270,544150,40,2
544850,552690,41,2
