start,end,segment_id,class_id
300,20410,1,2
20640,44390,2,1
44720,50840,3,1
51410,77550,4,1
80520,97210,5,2
99240,107020,6,2
110530,132220,7,2
132650,148280,8,2
148280,177270,9,2
177700,187400,10,2
187810,248120,11,1
248150,254150,12,1
254640,258180,13,1
258560,268870,14,1
268940,275850,15,2
276600,289300,16,0
289910,309810,17,1
309810,331110,18,0
331110,339260,19,0
339780,346680,20,0
346680,355840,21,0
355880,370480,22,0
370490,386260,23,0
386640,426700,24,0
426710,500600,25,0
500610,523350,26,1
524260,533480,27,1
534490,538470,28,2
538580,546900,29,2
547040,550450,30,2
551640,564650,31,1
565520,569560,32,2
569860,590350,33,2
590930,601250,34,1
601250,636940,35,0
637520,683760,36,1
684090,738310,37,1
738660,774110,38,1
774120,780390,39,1
780600,838120,40,2
838710,839750,41,2
847260,860720,42,0
