start,end,segment_id,class_id
760,3790,1,0
3790,37210,2,2
37500,46770,3,2
46970,51280,4,2
51490,55440,5,2
55610,70150,6,1
70430,99990,7,1
99990,135300,8,1
135890,168110,9,1
169560,176440,10,0
176660,185170,11,1
185730,192150,12,2
192770,196300,13,2
198920,202450,14,2
203330,216700,15,2
217040,220610,16,1
221650,224870,17,2
225100,227970,18,2
229780,233600,19,2
234100,242300,20,2
244260,256839,21,1
257230,262660,22,1
262670,308120,23,2
308120,315380,24,1
315390,344530,25,1
344530,360110,26,0
360110,363460,27,1
363460,365100,28,2
365430,389840,29,1
