start,end,segment_id,class_id
140,12780,1,2
12790,14690,2,2
14700,26730,3,2
27070,36320,4,2
38960,155790,5,2
156660,248180,6,1
248180,285040,7,1
285040,289900,8,0
290000,292940,9,0
292940,328260,10,0
328270,337100,11,1
337320,339830,12,1
341120,352270,13,1
352350,435400,14,1
435640,485520,15,2
485710,539320,16,2
539410,562450,17,2
563110,570810,18,1
572920,578090,19,1
579020,583050,20,1
585320,595110,21,2
596920,604640,22,1
607350,620780,23,0
622410,632890,24,1
632900,637280,25,1
638260,677950,26,1
679150,703990,27,2
705340,717130,28,2
717680,751760,29,2
751760,776370,30,1
776600,877070,31,0
877340,908280,32,1
908590,921910,33,0
921910,937180,34,0
937960,959300,35,0
959300,1007530,36,0
