start,end,segment_id,class_id
3620,11140,1,1
11150,27100,2,0
27310,57540,3,1
57540,72610,4,2
73740,82990,5,2
83770,95460,6,2
97620,115580,7,1
116100,116460,8,1
116460,126690,9,2
126850,133710,10,2
136750,164550,11,0
165170,171350,12,0
173580,188780,13,1
190390,208100,14,1
211080,237890,15,2
237950,242980,16,2
242980,250450,17,2
251380,269660,18,1
271390,277120,19,0
277350,291500,20,2
291500,308570,21,1
308570,310910,22,0
312390,321410,23,0
321740,335760,24,0
337890,353350,25,0
353930,360850,26,0
364440,368110,27,1
368350,369600,28,2
369750,372910,29,2
372910,375620,30,2
375800,385970,31,2
