start,end,segment_id,class_id
12900,24150,1,0
24840,43380,2,1
43380,52950,3,1
55080,120500,4,1
121140,125260,5,0
125550,201680,6,1
209640,249430,7,0
252030,282110,8,1
282160,306460,9,0
310500,355840,10,1
355840,360370,11,1
361240,371720,12,2
374490,401640,13,2
401640,408170,14,1
408170,423030,15,1
429030,442550,16,0
443040,447020,17,1
447730,466110,18,1
467180,476940,19,1
478840,483310,20,1
490240,498270,21,0
504040,518330,22,1
518720,528740,23,2
528740,559360,24,1
561290,581920,25,2
582400,608880,26,2
609440,626310,27,2
627400,627680,28,2
