start,end,segment_id,class_id
6370,33530,1,2
33530,44220,2,2
44490,53360,3,2
53700,63900,4,2
64160,77250,5,2
77250,122980,6,1
123270,131780,7,1
131780,135610,8,1
135620,155670,9,1
155870,159490,10,1
159940,176150,11,1
177430,197050,12,1
197440,216500,13,2
216840,220050,14,1
220250,227180,15,1
227750,363350,16,0
364040,379450,17,0
379670,400390,18,0
402040,412580,19,0
412880,424010,20,1
424010,482040,21,1
482340,506450,22,1
506460,510320,23,1
510320,518840,24,1
519210,530060,25,1
530390,555750,26,1
555990,557920,27,2
558130,569840,28,1
569840,579320,29,1
579320,590990,30,0
