start,end,segment_id,class_id
220,9380,1,2
9940,27220,2,2
27220,57570,3,2
57570,62580,4,2
62580,64120,5,2
64120,80190,6,2
80190,97780,7,1
97780,140300,8,1
140300,163160,9,0
163160,187290,10,0
187350,191550,11,0
192320,221090,12,1
221090,222460,13,1
222890,260649,14,1
260760,276430,15,0
276850,279620,16,0
279620,289850,17,0
289850,299160,18,0
299160,307110,19,0
307270,310480,20,1
310580,317610,21,1
317610,318620,22,1
318760,330170,23,1
330490,337470,24,1
337710,345980,25,0
345980,348670,26,1
351540,356790,27,1
357200,367210,28,1
367320,368850,29,2
373140,378270,30,1
378270,384610,31,1
384610,391750,32,1
391990,397750,33,1
398140,420310,34,0
