start,end,segment_id,class_id
770,24200,1,2
24200,48850,2,2
48850,59770,3,2
60170,94050,4,2
94380,115920,5,0
116090,118840,6,1
119160,144280,7,1
144280,153620,8,1
153870,191810,9,0
191810,194810,10,1
195520,202400,11,1
202560,206080,12,0
206400,212940,13,0
212940,214250,14,0
214250,216310,15,0
216690,219250,16,0
221690,223950,17,1
224820,227800,18,1
230970,269690,19,1
269690,272830,20,1
272950,287770,21,1
287770,331010,22,1
331010,340900,23,1
340900,355150,24,0
367040,374380,25,0
374380,378070,26,1
378360,380820,27,2
381030,384300,28,2
384310,387500,29,1
387500,409000,30,1
