start,end,segment_id,class_id
1640,6820,1,2
7250,9730,2,2
9850,46970,3,1
46970,87230,4,2
87240,111790,5,2
112640,132500,6,1
132500,143650,7,1
149640,177970,8,2
178310,225880,9,0
225880,236150,10,0
236450,240210,11,0
242780,267330,12,1
287330,322360,13,0
322370,368740,14,1
368740,372260,15,0
372260,398380,16,0
398510,423940,17,0
424250,462330,18,0
485530,528540,19,0
528760,530550,20,0
530740,552380,21,0
552770,612390,22,0
612400,622880,23,0
622890,632040,24,0
632050,643530,25,0
643530,648020,26,0
648030,661380,27,0
662510,674650,28,0
675040,705150,29,2
733040,750250,30,2
750870,771780,31,1
772300,782440,32,1
783220,793640,33,1
