start,end,segment_id,class_id
9170,41430,1,2
41680,48040,2,2
48860,77300,3,2
77780,158820,4,1
160470,223700,5,1
224350,236270,6,1
236270,240020,7,1
240030,242410,8,1
242620,244090,9,1
244340,247810,10,1
248510,252970,11,0
253460,263040,12,0
263370,288670,13,1
289050,305660,14,2
305980,327000,15,1
327140,330080,16,1
330970,369500,17,1
369500,511950,18,0
513049,538680,19,1
539680,557820,20,1
558960,578350,21,1
580660,625550,22,1
626510,640720,23,0
641410,648690,24,0
648690,663470,25,0
664480,702620,26,1
