start,end,segment_id,class_id
680,7640,1,1
7640,24540,2,2
24540,32420,3,2
32580,50070,4,2
50370,61000,5,2
61010,75630,6,2
75830,84240,7,2
84240,86120,8,2
86130,96520,9,2
96580,121450,10,2
121510,176090,11,2
176330,178470,12,2
178470,191980,13,1
192310,194640,14,2
196070,234960,15,2
234960,246750,16,2
246790,268610,17,2
269130,273480,18,2
273490,281660,19,2
284010,293870,20,2
293870,299520,21,2
299750,303570,22,2
303580,312660,23,2
312660,320200,24,2
320350,327950,25,2
327950,329710,26,2
329910,337290,27,2
337480,348550,28,2
348690,352020,29,2
352030,360290,30,2
361540,367860,31,2
373870,382060,32,1
382360,383250,33,2
383640,387960,34,2
388200,394010,35,2
394440,409500,36,2
