start,end,segment_id,class_id
410,32200,1,2
32460,47000,2,2
47240,64300,3,2
67040,87450,4,1
87780,97120,5,2
97300,211940,6,1
211940,254180,7,1
254240,269640,8,1
269640,297720,9,0
297730,310880,10,0
311030,321210,11,0
321360,324940,12,0
324940,333080,13,1
333130,442060,14,1
442060,494360,15,1
494370,608610,16,0
608880,614140,17,0
615040,634820,18,1
635730,647650,19,1
650110,666470,20,1
666500,683280,21,2
683280,697450,22,1
699040,703540,23,1
704660,725690,24,2
725940,737400,25,2
738380,750880,26,1
751160,759200,27,0
759210,768830,28,1
768940,782950,29,1
788140,801940,30,1
805160,833400,31,2
833410,907340,32,2
907340,928250,33,2
928640,940340,34,2
940670,983420,35,2
983730,995970,36,2
996190,1004800,37,1
1006860,1025160,38,2
1027510,1052420,39,1
1052640,1094660,40,0
