start,end,segment_id,class_id
12210,28550,1,2
28760,45600,2,2
45600,79920,3,2
79930,114590,4,1
128500,134600,5,2
134600,147400,6,2
147410,185930,7,2
185940,192730,8,1
192730,206500,9,1
206500,214940,10,1
214980,220970,11,1
220980,233390,12,1
233400,250260,13,1
250260,261750,14,2
261740,315450,15,1
315460,332340,16,0
332350,344760,17,0
344760,364030,18,0
364030,387500,19,0
387510,390350,20,0
407540,422470,21,0
422470,443680,22,0
443680,462950,23,0
462950,492400,24,0
492400,499510,25,0
499670,503730,26,0
503740,510790,27,0
510790,517280,28,0
517289,536930,29,0
536930,555940,30,0
555940,567290,31,2
567290,577310,32,1
577320,603540,33,0
603580,626650,34,1
