start,end,segment_id,class_id
40,4120,1,0
4450,45350,2,1
49730,55400,3,2
57770,138360,4,2
138370,148650,5,1
149210,170250,6,0
176440,202450,7,1
206010,225510,8,1
226880,233240,9,1
233340,316890,10,0
320060,343810,11,0
343920,364910,12,0
365180,372430,13,0
372830,393740,14,0
394010,398730,15,0
398750,440710,16,0
441020,444490,17,0
444690,463650,18,0
464130,482020,19,0
482020,494170,20,1
494680,516650,21,1
516650,529070,22,0
529080,538130,23,0
538310,541340,24,0
541450,572590,25,0
572950,583690,26,0
584340,618090,27,0
620130,623550,28,1
624900,631030,29,1
631400,686870,30,0
693220,702060,31,0
708140,727950,32,0
728800,750000,33,0
