start,end,segment_id,class_id
15020,54680,1,2
54800,58100,2,2
60540,86130,3,2
86290,110670,4,1
112840,117910,5,2
118330,133140,6,2
142100,162740,7,1
162750,174190,8,1
174210,188560,9,1
188570,194160,10,2
199130,204280,11,2
204680,214290,12,2
214610,223550,13,2
223940,252300,14,0
254440,294120,15,0
296690,300340,16,0
304600,309660,17,1
309660,317050,18,2
317940,352250,19,2
352250,386680,20,2
389010,414370,21,2
414930,431050,22,2
431340,442730,23,2
443240,451190,24,2
451380,468230,25,2
468240,479910,26,2
