start,end,segment_id,class_id
3440,25550,1,2
32940,62550,2,0
63330,77540,3,1
77540,80250,4,2
80940,105660,5,2
106240,109000,6,2
109000,117800,7,2
148280,186870,8,2
196540,209990,9,1
210080,216450,10,2
217040,226940,11,2
226940,247960,12,2
248310,261320,13,2
261410,278680,14,2
278680,281590,15,2
282240,290260,16,2
290650,293230,17,2
293520,309130,18,2
309130,319280,19,2
335540,353680,20,1
353680,363420,21,2
363420,364010,22,2
364120,440280,23,2
440290,452040,24,1
452650,466700,25,2
466900,483080,26,2
492120,495310,27,1
495490,524840,28,1
525020,528850,29,1
530140,545950,30,2
