start,end,segment_id,class_id
40,47310,1,2
71690,136690,2,2
137040,145810,3,2
146440,158120,4,2
158120,191440,5,1
191830,196880,6,1
197530,262060,7,2
262220,282770,8,2
300140,322940,9,1
322940,426570,10,2
426730,493620,11,2
494740,507290,12,1
507290,515610,13,2
515610,523289,14,2
523900,604160,15,2
604400,621150,16,1
621640,688310,17,0
688320,713130,18,0
713130,738610,19,1
739020,755440,20,1
755860,830420,21,1
831090,841630,22,1
841990,863110,23,2
863990,879660,24,1
879670,908020,25,0
921930,934850,26,0
935500,941220,27,0
941220,1030990,28,0
