start,end,segment_id,class_id
8770,62240,1,2
62400,102760,2,2
102760,116400,3,1
116500,123710,4,0
123960,129270,5,0
129280,161500,6,0
161660,218170,7,0
218410,242440,8,1
242770,258660,9,1
258970,280640,10,0
280990,284610,11,1
284870,295850,12,1
296240,320410,13,1
320460,353790,14,0
356340,362030,15,0
362250,366740,16,0
367040,398380,17,0
401130,435410,18,0
435410,445560,19,0
445760,470090,20,0
470090,495600,21,0
495930,505750,22,0
506850,538950,23,1
539300,572450,24,1
572450,581010,25,0
581430,591780,26,0
592000,602700,27,1
603090,609040,28,1
609130,616250,29,1
616280,623980,30,1
624150,628170,31,1
628390,641750,32,2
