start,end,segment_id,class_id
150,1950,1,0
1950,13340,2,1
13720,16970,3,2
17280,32439,4,1
32439,64340,5,0
64680,83880,6,0
84220,86880,7,0
86880,107840,8,0
107840,123820,9,0
123820,132430,10,0
132640,199320,11,1
199320,204810,12,0
205150,260220,13,0
260570,266650,14,0
266650,275850,15,0
276500,317450,16,0
317760,323260,17,1
323410,335820,18,0
335820,346180,19,1
347280,353620,20,2
355110,361230,21,1
361900,367240,22,2
368640,372190,23,2
372200,380390,24,1
380860,384160,25,2
384160,385990,26,2
386850,391530,27,0
392620,408440,28,1
416450,424060,29,0
424110,451170,30,1
