start,end,segment_id,class_id
24340,49560,1,1
49570,73070,2,2
73090,91100,3,0
91270,104910,4,0
104910,143100,5,1
143110,214420,6,1
214620,224950,7,2
225360,233000,8,0
233390,242850,9,0
243050,254180,10,0
261839,281450,11,1
281740,287450,12,1
287920,291440,13,2
291680,318740,14,2
324880,334880,15,0
334890,374900,16,0
383630,407200,17,1
407200,433930,18,1
434210,466760,19,1
467180,473340,20,2
473350,488750,21,2
488760,506090,22,2
506100,509330,23,2
509660,511510,24,2
511520,517510,25,2
517780,527800,26,2
528470,533290,27,2
533520,558760,28,0
565650,586390,29,0
586390,620210,30,1
622820,635450,31,2
654440,662280,32,1
662290,679150,33,1
679480,686960,34,2
687210,690760,35,2
691240,697600,36,2
