start,end,segment_id,class_id
13460,34340,1,2
49850,62350,2,0
62650,75050,3,0
75310,96960,4,0
97250,104580,5,0
104580,114780,6,2
114790,123710,7,2
123710,140040,8,2
140600,145700,9,2
146110,149050,10,2
149440,157690,11,2
158310,174120,12,0
174510,220230,13,2
220670,230900,14,2
231260,299090,15,2
299460,340670,16,1
340670,354830,17,0
355400,375400,18,2
377630,479640,19,2
479910,482550,20,1
483040,504750,21,1
504970,507280,22,1
507530,509040,23,1
509040,516780,24,2
517390,532830,25,2
532830,568250,26,2
