start,end,segment_id,class_id
40,5620,1,0
15640,92410,2,2
92410,146740,3,2
146940,151880,4,2
152190,156820,5,2
157110,170110,6,2
170110,212950,7,0
213440,227650,8,0
228140,269550,9,0
270040,284950,10,0
285580,300190,11,1
300540,311480,12,1
311480,312840,13,1
312900,322180,14,1
322930,339690,15,1
339690,353710,16,1
353710,361910,17,0
361970,383390,18,2
383840,387770,19,1
388030,389890,20,1
390190,393990,21,1
394340,423500,22,0
437140,495760,23,1
497900,499550,24,0
504040,517950,25,0
521440,527160,26,0
531150,550670,27,1
557800,576260,28,2
576260,583290,29,2
583340,590320,30,2
590330,597600,31,2
598840,601890,32,2
601890,605360,33,2
605420,614090,34,2
614100,673290,35,2
