start,end,segment_id,class_id
230,8550,1,0
8630,14210,2,0
14880,25650,3,0
28130,35040,4,0
35740,53550,5,1
54240,70500,6,0
70840,89790,7,1
90040,90900,8,0
93750,97570,9,2
101810,102550,10,2
103250,123450,11,1
124460,125830,12,2
126230,137430,13,2
137840,151750,14,2
152250,168760,15,0
169050,179480,16,0
179780,199030,17,0
199080,204530,18,0
204530,209220,19,0
211390,212010,20,2
212320,232110,21,0
235900,243550,22,1
246550,256550,23,2
260750,275150,24,2
275150,282850,25,2
284890,295640,26,2
298300,322150,27,2
323140,323690,28,2
324770,331640,29,1
