start,end,segment_id,class_id
110,24850,1,2
26740,51210,2,2
55870,56360,3,2
56370,69670,4,2
69670,83770,5,1
84000,87180,6,1
90130,100740,7,1
101040,106800,8,1
106960,113220,9,1
113410,117650,10,1
117650,128590,11,0
130759,143190,12,0
147180,152480,13,0
153490,181290,14,1
181930,191380,15,1
191440,205550,16,0
206680,221560,17,0
223950,231530,18,0
231710,240640,19,0
243430,251670,20,0
251900,279870,21,1
279870,283980,22,0
283980,336650,23,0
337640,396490,24,0
398620,411950,25,2
412840,431430,26,2
434480,452860,27,2
456440,484780,28,2
487660,492660,29,2
495530,503740,30,2
503970,528050,31,2
531440,536550,32,2
537900,546180,33,2
548430,570960,34,2
578340,585570,35,0
585870,587580,36,1
587590,594960,37,1
594960,597720,38,1
598090,626650,39,1
