start,end,segment_id,class_id
420,14070,1,2
14710,25940,2,2
25940,60670,3,2
60920,111330,4,1
111380,117340,5,0
117950,124720,6,0
124720,147950,7,1
148740,159440,8,1
159450,164070,9,0
164250,169290,10,0
169340,182270,11,1
182270,184850,12,1
185410,218800,13,1
218810,233190,14,1
233190,238550,15,2
239260,278880,16,1
278890,283150,17,1
283440,299350,18,1
299690,319440,19,0
321540,326740,20,0
326960,327950,21,0
329230,337930,22,1
340310,341110,23,1
341110,343960,24,1
344040,348860,25,2
349480,354740,26,2
354950,359620,27,2
359870,365490,28,2
365500,374220,29,2
374280,378400,30,2
378690,384490,31,2
393240,397190,32,1
397190,401630,33,1
401630,406900,34,1
407140,410310,35,1
410320,412430,36,2
412430,416080,37,1
416080,419770,38,0
420130,436140,39,0
