start,end,segment_id,class_id
11340,24700,1,2
25990,32159,2,2
33420,38300,3,2
39440,49610,4,2
51280,60280,5,2
64340,73820,6,2
74840,87370,7,1
90520,121110,8,2
122370,126940,9,2
126940,141830,10,1
142690,184550,11,2
187020,199250,12,2
202750,239540,13,2
243440,251120,14,1
251350,270530,15,2
270660,272470,16,2
273930,279370,17,2
284730,299850,18,2
303840,313520,19,0
313590,326350,20,0
328690,341990,21,0
342760,345450,22,0
346640,354050,23,0
354590,360550,24,0
363440,367550,25,0
368350,370190,26,1
370200,374800,27,1
375240,383350,28,1
385110,416250,29,2
