start,end,segment_id,class_id
540,17180,1,1
17570,20410,2,2
20710,30970,3,2
31850,53390,4,2
53400,60500,5,2
60990,76250,6,2
76640,100930,7,1
100940,104150,8,0
104730,117620,9,0
117630,122450,10,1
122460,129060,11,1
129150,139310,12,2
139500,144770,13,2
144940,150330,14,2
150340,159210,15,2
159210,163150,16,2
163420,182850,17,0
182850,197470,18,1
197510,213540,19,0
214290,226580,20,1
226590,232340,21,0
232740,239980,22,1
239990,251580,23,1
251580,258850,24,1
259170,274790,25,1
277180,303790,26,1
303800,323950,27,1
326040,329660,28,0
330010,339620,29,0
342520,346170,30,0
347490,353220,31,0
356910,361800,32,0
362380,363550,33,0
363550,375910,34,0
375920,380370,35,0
380370,384310,36,0
384670,394440,37,0
394840,397930,38,1
399140,409300,39,0
409820,414860,40,0
415240,420670,41,0
420680,427850,42,0
428140,445350,43,0
