start,end,segment_id,class_id
180,118540,1,2
118550,148510,2,1
148730,171840,3,0
171940,209450,4,0
210710,229540,5,2
229620,256170,6,2
256180,262690,7,1
262690,278280,8,1
281260,286990,9,0
289810,292250,10,0
294630,298770,11,0
298850,303990,12,0
304490,327250,13,0
327600,335670,14,0
336530,349140,15,1
349150,403940,16,1
410840,423830,17,0
426990,443880,18,1
444630,454410,19,1
456020,478900,20,0
478910,500950,21,0
500970,514299,22,1
514380,529570,23,0
529570,555990,24,2
563210,600950,25,0
603140,621160,26,2
621160,644420,27,1
649350,670150,28,2
678040,679100,29,0
691120,730490,30,1
736340,737400,31,2
739510,773900,32,2
775480,775820,33,2
778820,818360,34,2
