start,end,segment_id,class_id
14460,58320,1,0
58870,65069,2,2
65379,89590,3,2
89590,108650,4,2
109240,121990,5,0
122370,126180,6,0
126460,161590,7,1
189040,245010,8,1
245390,248360,9,2
248520,255700,10,2
257070,267180,11,0
267350,270920,12,0
271330,277850,13,0
278590,283650,14,1
283650,288310,15,1
288310,289700,16,1
290450,314380,17,2
314920,318040,18,0
319170,324160,19,1
324170,326550,20,1
327670,333250,21,1
333740,340980,22,1
341450,346980,23,1
347460,357670,24,1
357670,366560,25,1
366570,367780,26,1
368080,377350,27,1
377940,387540,28,1
