start,end,segment_id,class_id
12620,33550,1,2
33640,37170,2,2
37300,69940,3,2
92480,113350,4,1
116710,138850,5,1
140930,148650,6,1
150950,156740,7,1
156750,168650,8,1
171040,184050,9,1
185790,196770,10,2
212080,240810,11,1
241010,251590,12,1
251940,270950,13,1
277490,444720,14,0
454140,471020,15,1
471360,487900,16,0
494200,508220,17,0
508220,550590,18,0
562650,580160,19,0
580370,594360,20,1
594370,607750,21,0
610610,616980,22,0
617200,621190,23,1
621370,625460,24,2
625460,636970,25,2
636970,647480,26,2
