start,end,segment_id,class_id
500,2400,1,0
2650,27620,2,2
27620,43240,3,2
45850,59610,4,2
59900,106160,5,2
106700,126720,6,2
126720,130180,7,2
130190,139410,8,2
139720,173090,9,2
175710,207570,10,2
207790,211180,11,2
211410,256339,12,2
256560,257920,13,2
257930,260690,14,2
261040,305450,15,2
305700,315730,16,1
315730,335010,17,1
335230,346430,18,0
346510,363950,19,0
364110,381070,20,0
382940,387050,21,0
387620,391440,22,1
391590,395750,23,1
396620,403940,24,1
404140,424790,25,1
424940,445550,26,2
446720,458050,27,2
461130,462190,28,2
463420,466940,29,2
467220,489900,30,2
490180,493750,31,2
494480,520110,32,2
521409,543680,33,2
543680,555820,34,2
559640,569500,35,2
569880,609010,36,1
609180,629920,37,0
629930,645250,38,0
645260,655750,39,0
656250,686540,40,0
692290,735510,41,0
