start,end,segment_id,class_id
240,15180,1,2
15190,34410,2,2
34550,40250,3,1
43150,47130,4,0
51090,54660,5,1
56710,62930,6,1
68870,72350,7,0
76110,77440,8,0
78710,92960,9,1
93830,97550,10,0
98740,107280,11,0
107910,117700,12,0
118410,123260,13,0
126500,133720,14,0
134470,148350,15,0
152840,160880,16,1
161150,167970,17,1
168380,180450,18,0
180940,182590,19,0
183890,186370,20,0
187140,193060,21,0
193060,198490,22,1
198730,220370,23,0
222050,257910,24,1
259540,262170,25,0
264410,278600,26,2
278910,301440,27,0
301450,310840,28,0
310840,325010,29,0
325510,332950,30,0
333730,345700,31,0
346140,362190,32,1
363640,364610,33,0
366440,383370,34,2
384410,395730,35,2
395740,417630,36,2
