start,end,segment_id,word
412030,412150,21,If
412150,412220,21,you
412220,412500,21,needed
412500,412600,21,it
412600,412919,21,there
412919,412920,21,","
413280,413430,21,then
413430,413610,21,make
413610,413750,21,your
413750,413870,21,way
413870,414000,21,to
414000,414100,21,the
414100,414260,21,rear
414260,414490,21,leg
414490,414620,21,room
414620,414770,21,that
414770,414990,21,comes
414990,415110,21,in
415110,415210,21,at
415220,416630,21,35.7
416640,417059,21,inches
417059,417060,21,.
417060,417210,21,So
417210,417390,21,for
417390,417919,21,reference
417919,417920,21,","
417930,418070,21,I
418070,418230,21,mean
418230,418430,21,even
418430,418700,21,six
418700,418880,21,feet
418880,419129,21,tall
419129,419130,21,.
419130,419250,21,This
419250,419370,21,is
419370,419480,21,how
419480,419710,21,much
419710,419940,21,base
419940,420070,21,I
420070,420230,21,have
420230,420470,21,back
420470,420750,21,there
421090,421409,21,didn't
421409,421410,21,.
