start,end,segment_id,word
147550,147749,5,Right
147749,147750,5,.
147750,147910,5,That
147910,148050,5,should
148050,148280,5,do
148290,148349,5,it
148349,148350,5,.
149230,149709,5,Tonight
149709,149710,5,.
150560,150750,5,I'm
150750,150940,5,gonna
150940,151220,5,put
151230,151590,5,the
151600,152040,5,stability
152040,152610,5,control
152630,153260,5,into
153270,153590,5,the
153600,154530,5,traction
154730,155520,5,Dynamic
155520,156350,5,setting
156610,156770,5,Got
156770,156850,5,in
156850,157150,5,sport
157150,157320,5,plus
157320,157719,5,again
157719,157720,5,","
157900,158240,5,third
158240,158689,5,time
158689,158690,5,.
159500,160070,5,See
160080,160210,5,if
160210,160330,5,we
160330,160640,5,can
160920,161490,5,beat
161870,162160,5,five
162160,162679,5,seconds
162679,162680,5,.
