start,end,segment_id,class_id
640,19560,1,1
47650,56210,2,1
56350,58420,3,1
58680,63390,4,1
63390,65750,5,1
66400,70550,6,1
70820,82870,7,1
83170,132470,8,2
132470,147360,9,2
149340,190890,10,2
191640,196990,11,2
197620,254510,12,2
255940,290250,13,2
291740,309850,14,0
311780,328250,15,0
331780,339250,16,2
340440,349110,17,2
349110,396850,18,2
398170,405380,19,2
406910,425940,20,1
428340,436480,21,2
437150,463030,22,2
492960,495460,23,1
497840,498800,24,1
501260,511250,25,1
513309,546850,26,2
547710,572880,27,2
580730,663080,28,1
663080,674260,29,2
674590,684760,30,1
685010,714770,31,1
723930,729740,32,1
732690,735070,33,1
735070,784950,34,1
789140,805040,35,2
806340,809540,36,2
811740,820670,37,2
820670,825260,38,1
826680,828600,39,2
843290,899220,40,1
899630,915850,41,1
916870,917970,42,1
924260,925000,43,2
925840,927100,44,2
930410,932000,45,2
932030,933920,46,2
933930,935910,47,2
936250,937280,48,2
937280,940060,49,2
940490,985460,50,2
989230,1026190,51,2
1026200,1028599,52,1
1029270,1036240,53,1
