start,end,segment_id,class_id
280,20090,1,2
20690,37580,2,1
40550,110410,3,2
110650,182390,4,2
182400,203400,5,2
203400,241180,6,0
241340,253610,7,1
253680,258100,8,1
258110,269150,9,1
269260,307590,10,2
307750,347740,11,1
347960,412450,12,0
412900,451910,13,1
451910,457270,14,2
457600,505450,15,2
505450,509020,16,2
509640,513360,17,1
515000,522830,18,0
522900,545190,19,0
546920,560700,20,0
560770,584510,21,0
584510,600780,22,0
602120,606930,23,0
608840,615530,24,2
616230,679690,25,2
683140,689950,26,2
690530,701260,27,0
702000,736230,28,0
736230,742760,29,1
742950,765550,30,0
765550,766800,31,1
766890,797500,32,1
797740,807890,33,1
807890,815830,34,1
822990,832020,35,1
832020,864550,36,1
