start,end,segment_id,class_id
260,25300,1,1
25300,42220,2,0
42620,99020,3,1
99260,101910,4,2
101910,150050,5,1
150810,161470,6,0
161800,200950,7,0
200950,224970,8,1
224970,228450,9,1
228770,243750,10,2
244390,249810,11,1
250050,283340,12,2
283340,366450,13,2
369540,382920,14,2
384950,395450,15,2
396140,420110,16,0
420430,443020,17,0
443510,465020,18,2
465190,505150,19,2
507640,579700,20,2
580580,695460,21,1
696190,732470,22,0
738970,765060,23,0
765290,770470,24,0
773740,774950,25,0
777190,783450,26,0
788040,788390,27,0
799640,801610,28,0
802090,811120,29,0
811130,820490,30,1
822350,841960,31,0
