start,end,segment_id,class_id
40,22620,1,2
39310,47990,2,0
48410,52720,3,0
58000,117200,4,2
117200,140940,5,0
141020,172130,6,0
172130,211130,7,0
211430,244040,8,0
246500,282160,9,0
282160,290350,10,0
290560,327170,11,0
327170,335700,12,0
336340,365850,13,0
366640,389630,14,0
389740,458150,15,0
461090,497820,16,1
497930,543820,17,0
543820,584050,18,0
584210,635600,19,1
635610,649240,20,0
649300,656390,21,0
656540,659950,22,0
660100,663010,23,1
663120,668500,24,2
668510,675610,25,2
675640,677980,26,1
678040,704710,27,0
704720,737090,28,0
737100,763800,29,0
763860,768280,30,0
768520,769410,31,2
769490,774810,32,2
774830,777510,33,2
777510,789840,34,2
789850,861050,35,1
862340,886180,36,0
