start,end,segment_id,class_id
680,7640,1,0
7640,24540,2,1
24540,32420,3,1
32580,50070,4,1
50370,61000,5,0
61010,75630,6,0
75830,84240,7,0
84240,86120,8,0
86130,96520,9,0
96580,121450,10,0
121510,176090,11,1
176330,178470,12,1
178470,191980,13,2
192310,194640,14,2
196070,234960,15,2
234960,246750,16,2
246790,268610,17,2
269130,273480,18,1
273490,281660,19,0
284010,293870,20,0
293870,299520,21,0
299750,303570,22,0
303580,312660,23,0
312660,320200,24,0
320350,327950,25,0
327950,329710,26,0
329910,337290,27,1
337480,348550,28,2
348690,352020,29,2
352030,360290,30,2
361540,367860,31,2
373870,382060,32,2
382360,383250,33,0
383640,387960,34,2
388200,394010,35,2
394440,409500,36,1
