start,end,segment_id,class_id
640,32450,1,1
33000,42010,2,2
42010,71230,3,1
71230,103350,4,1
103350,104530,5,2
104530,118770,6,2
118770,120740,7,2
120740,122420,8,2
122680,124710,9,2
124710,129639,10,2
129639,147810,11,1
148530,174660,12,2
174660,184770,13,2
184870,213130,14,2
213130,237270,15,2
237340,247160,16,2
247160,259860,17,2
259860,317100,18,2
317190,321900,19,2
321900,323060,20,2
323060,332470,21,0
333630,335400,22,0
336040,343290,23,0
344590,352900,24,0
354320,358850,25,0
360940,375480,26,0
375490,377350,27,0
377670,387470,28,1
390740,398580,29,2
399220,408300,30,2
408310,433060,31,2
433740,491450,32,2
494720,498060,33,1
498070,550720,34,1
550920,563290,35,0
563290,576500,36,0
576640,585500,37,0
585510,639120,38,1
645940,692150,39,1
