start,end,segment_id,class_id
270,32900,1,2
33010,46810,2,2
46980,56950,3,2
56950,65860,4,2
65860,70130,5,2
70510,79550,6,2
79940,92780,7,0
93000,98990,8,0
99150,114500,9,0
114500,129570,10,0
129639,159510,11,0
159720,168380,12,0
168580,182810,13,0
185250,212460,14,0
212690,217440,15,0
217440,226530,16,0
226540,229600,17,0
229600,266120,18,2
266120,286450,19,1
286590,329860,20,0
330090,330990,21,1
330990,334510,22,1
334910,379920,23,0
380170,401310,24,0
402410,403710,25,0
403710,423450,26,0
423750,431650,27,0
432630,437930,28,0
438430,442170,29,0
444040,449370,30,0
449420,454640,31,1
455110,457970,32,2
460140,467970,33,2
468510,481150,34,2
481480,482540,35,2
483460,497250,36,2
497250,504320,37,1
504320,515450,38,1
515590,520850,39,0
521159,522370,40,1
523470,543250,41,0
