start,end,segment_id,class_id
10170,31690,1,0
32640,43930,2,0
43940,115110,3,0
115120,142860,4,0
142870,188250,5,1
188340,194470,6,0
194470,222340,7,0
222340,229680,8,0
229690,279840,9,1
279840,283430,10,1
283440,289010,11,1
289030,300220,12,1
300220,318330,13,1
318340,326480,14,1
326480,343180,15,0
343180,345830,16,0
345830,363250,17,0
363260,394280,18,0
394420,422450,19,1
447140,469900,20,0
469900,482170,21,1
482180,489330,22,1
489330,517659,23,1
517659,527070,24,1
527080,540520,25,1
540550,578280,26,0
578340,589270,27,0
589340,592230,28,0
592230,605550,29,1
605560,609030,30,1
609030,630370,31,1
630370,657010,32,1
658080,672470,33,2
672470,714760,34,1
714850,733310,35,1
