start,end,segment_id,class_id
5280,47000,1,0
47360,53970,2,1
53970,112160,3,0
112840,126290,4,0
128199,137640,5,0
137640,144460,6,0
144470,162760,7,0
162770,168900,8,0
171060,193020,9,0
196340,202450,10,2
202680,219300,11,2
219540,228000,12,2
228530,234210,13,2
235140,248050,14,1
248540,267390,15,1
267980,276400,16,0
276660,281250,17,0
282020,306810,18,0
306810,315410,19,0
315740,316070,20,1
316080,321750,21,1
322210,337870,22,1
340240,371250,23,0
371860,374350,24,0
375240,397350,25,0
400440,421550,26,0
421910,439550,27,0
440090,448510,28,1
448770,454970,29,0
455300,460310,30,0
460640,464490,31,1
464930,474170,32,2
474340,483890,33,2
