start,end,segment_id,class_id
350,21130,1,1
21400,38770,2,1
41070,47220,3,1
47230,149430,4,1
149520,159580,5,2
159590,160160,6,2
160160,182750,7,2
182950,195640,8,2
195780,221160,9,1
221480,269750,10,0
270130,318360,11,1
318360,346670,12,2
347010,369160,13,1
369160,422520,14,1
423060,435670,15,0
436040,489540,16,1
489540,494690,17,1
495000,498420,18,1
498570,506580,19,1
506580,508870,20,1
510710,522510,21,0
523140,567150,22,0
567240,574050,23,0
576440,581900,24,0
582910,592100,25,1
592920,615140,26,2
616440,626580,27,2
630390,638820,28,2
642410,658710,29,2
659840,661480,30,2
663190,672690,31,2
672690,694360,32,1
694360,762060,33,2
762640,784950,34,2
787690,816810,35,2
816810,863690,36,1
