start,end,segment_id,class_id
8770,62240,1,1
62400,102760,2,1
102760,116400,3,1
116500,123710,4,1
123960,129270,5,1
129280,161500,6,1
161660,218170,7,1
218410,242440,8,2
242770,258660,9,2
258970,280640,10,2
280990,284610,11,2
284870,295850,12,2
296240,320410,13,2
320460,353790,14,1
356340,362030,15,0
362250,366740,16,1
367040,398380,17,1
401130,435410,18,1
435410,445560,19,1
445760,470090,20,2
470090,495600,21,2
495930,505750,22,2
506850,538950,23,2
539300,572450,24,1
572450,581010,25,0
581430,591780,26,1
592000,602700,27,1
603090,609040,28,1
609130,616250,29,0
616280,623980,30,1
624150,628170,31,1
628390,641750,32,1
