start,end,segment_id,class_id
600,33230,1,1
33500,60380,2,2
60640,107380,3,1
107390,127720,4,0
130100,130620,5,0
131720,154210,6,0
154370,160440,7,0
160440,164500,8,0
164500,197320,9,0
197740,231550,10,1
231940,240340,11,0
240510,265640,12,1
266150,279620,13,1
279800,286330,14,0
286590,290870,15,0
291140,294580,16,0
294920,301950,17,0
301950,321650,18,0
322150,332260,19,2
332270,335930,20,2
346040,351390,21,0
351390,352810,22,0
352820,360510,23,0
360990,365020,24,1
365020,367150,25,0
367780,375640,26,0
375640,382850,27,0
