start,end,segment_id,class_id
240,4850,1,1
4940,9460,2,2
9460,18920,3,2
19200,49790,4,2
49940,62000,5,1
62420,100970,6,2
101560,113390,7,2
114140,118920,8,2
119030,138330,9,1
138450,185700,10,2
186060,201480,11,1
201790,203660,12,2
203660,210140,13,2
210140,213020,14,2
213390,221880,15,2
223780,253310,16,2
253820,270570,17,2
272610,276150,18,2
276230,282910,19,2
282920,289320,20,0
289490,299990,21,0
300610,304570,22,0
305760,310360,23,0
310800,314810,24,0
315110,318720,25,2
318720,323910,26,2
324020,330350,27,2
333240,337570,28,2
337900,342750,29,2
350940,354920,30,2
354930,357240,31,1
357240,361410,32,0
361640,362730,33,2
363000,369360,34,2
369560,379130,35,2
