start,end,segment_id,class_id
40,5620,1,0
15640,92410,2,2
92410,146740,3,1
146940,151880,4,1
152190,156820,5,0
157110,170110,6,1
170110,212950,7,1
213440,227650,8,0
228140,269550,9,0
270040,284950,10,1
285580,300190,11,2
300540,311480,12,0
311480,312840,13,0
312900,322180,14,1
322930,339690,15,1
339690,353710,16,1
353710,361910,17,2
361970,383390,18,2
383840,387770,19,2
388030,389890,20,2
390190,393990,21,2
394340,423500,22,2
437140,495760,23,0
497900,499550,24,1
504040,517950,25,0
521440,527160,26,0
531150,550670,27,1
557800,576260,28,2
576260,583290,29,2
583340,590320,30,2
590330,597600,31,2
598840,601890,32,1
601890,605360,33,1
605420,614090,34,1
614100,673290,35,1
