start,end,segment_id,class_id
390,18220,1,2
18450,36210,2,2
36210,47320,3,2
47610,81050,4,2
81360,128090,5,1
128100,158930,6,2
158930,177540,7,2
177780,194370,8,1
195110,243750,9,1
243930,249690,10,0
249930,264020,11,0
264020,298260,12,1
301090,307260,13,1
307390,312120,14,2
312130,319660,15,2
320550,323780,16,1
323840,331880,17,0
332220,335480,18,0
339180,346180,19,0
346180,351390,20,0
351910,359920,21,0
362140,366050,22,0
366050,370760,23,1
372720,382570,24,2
382890,397920,25,2
409250,416790,26,1
417030,427010,27,2
427370,430750,28,2
431120,451200,29,2
