start,end,segment_id,class_id
11270,50270,1,1
50270,56190,2,2
56190,57350,3,2
57350,58760,4,2
59080,60430,5,2
60590,63880,6,1
63890,68450,7,1
69720,71430,8,0
71600,75470,9,0
75590,77600,10,0
77610,85680,11,0
85680,92070,12,1
92080,93560,13,0
93900,97780,14,1
97780,100310,15,0
100320,101450,16,0
102220,117810,17,0
120870,138630,18,2
138750,163090,19,2
163570,178540,20,2
179400,187650,21,2
187660,228500,22,2
228500,242870,23,1
244240,276520,24,2
278260,291990,25,1
292000,310830,26,0
310840,337490,27,1
337500,344860,28,1
344940,348720,29,2
349240,390460,30,2
390460,408230,31,2
408230,436970,32,2
436980,448810,33,2
448980,489300,34,2
489300,496200,35,1
496530,502550,36,2
502560,519900,37,2
519929,521750,38,2
522120,526350,39,2
527270,544150,40,2
544850,552690,41,2
