start,end,segment_id,class_id
1730,25150,1,0
25160,35300,2,1
35310,37150,3,1
80810,108080,4,0
111730,143950,5,0
143950,157210,6,1
157260,169110,7,1
174130,188020,8,1
188020,208190,9,1
208620,219830,10,0
220590,234900,11,0
234910,238340,12,0
239240,252510,13,1
256040,276240,14,1
278370,283040,15,1
285210,321660,16,1
321870,324800,17,2
324970,329350,18,2
329350,335960,19,1
338430,343950,20,1
345640,349650,21,2
349660,351440,22,1
351450,374610,23,0
375160,385310,24,0
393820,420090,25,0
424790,440770,26,0
441760,444720,27,0
444720,465250,28,1
