start,end,segment_id,class_id
300,20410,1,1
20640,44390,2,1
44720,50840,3,1
51410,77550,4,1
80520,97210,5,2
99240,107020,6,1
110530,132220,7,2
132650,148280,8,2
148280,177270,9,1
177700,187400,10,1
187810,248120,11,1
248150,254150,12,1
254640,258180,13,0
258560,268870,14,1
268940,275850,15,1
276600,289300,16,1
289910,309810,17,0
309810,331110,18,1
331110,339260,19,1
339780,346680,20,1
346680,355840,21,1
355880,370480,22,1
370490,386260,23,1
386640,426700,24,1
426710,500600,25,0
500610,523350,26,0
524260,533480,27,0
534490,538470,28,0
538580,546900,29,0
547040,550450,30,0
551640,564650,31,0
565520,569560,32,0
569860,590350,33,1
590930,601250,34,2
601250,636940,35,2
637520,683760,36,2
684090,738310,37,2
738660,774110,38,2
774120,780390,39,2
780600,838120,40,2
838710,839750,41,2
847260,860720,42,0
