start,end,segment_id,class_id
110,24850,1,1
26740,51210,2,2
55870,56360,3,2
56370,69670,4,2
69670,83770,5,2
84000,87180,6,2
90130,100740,7,2
101040,106800,8,2
106960,113220,9,2
113410,117650,10,2
117650,128590,11,2
130759,143190,12,2
147180,152480,13,0
153490,181290,14,0
181930,191380,15,0
191440,205550,16,0
206680,221560,17,0
223950,231530,18,0
231710,240640,19,0
243430,251670,20,0
251900,279870,21,1
279870,283980,22,1
283980,336650,23,1
337640,396490,24,2
398620,411950,25,2
412840,431430,26,1
434480,452860,27,1
456440,484780,28,1
487660,492660,29,1
495530,503740,30,2
503970,528050,31,1
531440,536550,32,0
537900,546180,33,0
548430,570960,34,0
578340,585570,35,0
585870,587580,36,1
587590,594960,37,2
594960,597720,38,2
598090,626650,39,1
